chapter,verse,texte
3,10,"νυκτὸς 3571 {N-GSF} καὶ 2532 {CONJ} ἡμέρας 2250 {N-GSF} ὑπὲρ 5228 {PREP} ἐκπερισσοῦ 4053 {ADV} δεόμενοι 1189 {V-PNP-NPM} εἰς 1519 {PREP} τὸ 3588 {T-ASN} ἰδεῖν 3708 {V-2AAN} ὑμῶν 4771 {P-2GP} τὸ 3588 {T-ASN} πρόσωπον, 4383 {N-ASN} καὶ 2532 {CONJ} καταρτίσαι 2675 {V-AAN} τὰ 3588 {T-APN} ὑστερήματα 5303 {N-APN} τῆς 3588 {T-GSF} πίστεως 4102 {N-GSF} ὑμῶν, 4771 {P-2GP} "
3,11,"Αὐτὸς 846 {P-NSM} δὲ 1161 {CONJ} ὁ 3588 {T-NSM} θεὸς 2316 {N-NSM} καὶ 2532 {CONJ} πατὴρ 3962 {N-NSM} ἡμῶν, 1473 {P-1GP} καὶ 2532 {CONJ} ὁ 3588 {T-NSM} κύριος 2962 {N-NSM} ἡμῶν 1473 {P-1GP} Ἰησοῦς 2424 {N-NSM} χριστός, 5547 {N-NSM} κατευθύναι 2720 {V-AAO-3S} τὴν 3588 {T-ASF} ὁδὸν 3598 {N-ASF} ἡμῶν 1473 {P-1GP} πρὸς 4314 {PREP} ὑμᾶς· 4771 {P-2AP} "
3,12,"ὑμᾶς 4771 {P-2AP} δὲ 1161 {CONJ} ὁ 3588 {T-NSM} κύριος 2962 {N-NSM} πλεονάσαι 4121 {V-AAO-3S} καὶ 2532 {CONJ} περισσεύσαι 4052 {V-AAO-3S} τῇ 3588 {T-DSF} ἀγάπῃ 26 {N-DSF} εἰς 1519 {PREP} ἀλλήλους 240 {C-APM} καὶ 2532 {CONJ} εἰς 1519 {PREP} πάντας, 3956 {A-APM} καθάπερ 2509 {ADV} καὶ 2532 {CONJ} ἡμεῖς 1473 {P-1NP} εἰς 1519 {PREP} ὑμᾶς, 4771 {P-2AP} "
3,13,"εἰς 1519 {PREP} τὸ 3588 {T-ASN} στηρίξαι 4741 {V-AAN} ὑμῶν 4771 {P-2GP} τὰς 3588 {T-APF} καρδίας 2588 {N-APF} ἀμέμπτους 273 {A-APF} ἐν 1722 {PREP} ἁγιωσύνῃ, 42 {N-DSF} ἔμπροσθεν 1715 {PREP} τοῦ 3588 {T-GSM} θεοῦ 2316 {N-GSM} καὶ 2532 {CONJ} πατρὸς 3962 {N-GSM} ἡμῶν, 1473 {P-1GP} ἐν 1722 {PREP} τῇ 3588 {T-DSF} παρουσίᾳ 3952 {N-DSF} τοῦ 3588 {T-GSM} κυρίου 2962 {N-GSM} ἡμῶν 1473 {P-1GP} Ἰησοῦ 2424 {N-GSM} χριστοῦ 5547 {N-GSM} μετὰ 3326 {PREP} πάντων 3956 {A-GPM} τῶν 3588 {T-GPM} ἁγίων 40 {A-GPM} αὐτοῦ. 846 {P-GSM} "
4,1,"Λοιπὸν 3062 {A-ASN} οὖν, 3767 {CONJ} ἀδελφοί, 80 {N-VPM} ἐρωτῶμεν 2065 {V-PAI-1P} ὑμᾶς 4771 {P-2AP} καὶ 2532 {CONJ} παρακαλοῦμεν 3870 {V-PAI-1P} ἐν 1722 {PREP} κυρίῳ 2962 {N-DSM} Ἰησοῦ 2424 {N-DSM} καθὼς 2531 {ADV} παρελάβετε 3880 {V-2AAI-2P} παρ’ 3844 {PREP} ἡμῶν 1473 {P-1GP} τὸ 3588 {T-ASN} πῶς 4459 {ADV} δεῖ 1163 {V-PAI-3S} ὑμᾶς 4771 {P-2AP} περιπατεῖν 4043 {V-PAN} καὶ 2532 {CONJ} ἀρέσκειν 700 {V-PAN} θεῷ, 2316 {N-DSM} ἵνα 2443 {CONJ} περισσεύητε 4052 {V-PAS-2P} μᾶλλον. 3123 {ADV} "
4,2,Οἴδατε 1492 {V-RAI-2P} γὰρ 1063 {CONJ} τίνας 5101 {I-APF} παραγγελίας 3852 {N-APF} ἐδώκαμεν 1325 {V-AAI-1P} ὑμῖν 4771 {P-2DP} διὰ 1223 {PREP} τοῦ 3588 {T-GSM} κυρίου 2962 {N-GSM} Ἰησοῦ. 2424 {N-GSM} 
4,3,"Τοῦτο 3778 {D-NSN} γάρ 1063 {CONJ} ἐστιν 1510 {V-PAI-3S} θέλημα 2307 {N-NSN} τοῦ 3588 {T-GSM} θεοῦ, 2316 {N-GSM} ὁ 3588 {T-NSM} ἁγιασμὸς 38 {N-NSM} ὑμῶν, 4771 {P-2GP} ἀπέχεσθαι 568 {V-PMN} ὑμᾶς 4771 {P-2AP} ἀπὸ 575 {PREP} τῆς 3588 {T-GSF} πορνείας· 4202 {N-GSF} "
4,4,"εἰδέναι 1492 {V-RAN} ἕκαστον 1538 {A-ASM} ὑμῶν 4771 {P-2GP} τὸ 3588 {T-ASN} ἑαυτοῦ 1438 {F-3GSM} σκεῦος 4632 {N-ASN} κτᾶσθαι 2932 {V-PNN} ἐν 1722 {PREP} ἁγιασμῷ 38 {N-DSM} καὶ 2532 {CONJ} τιμῇ, 5092 {N-DSF} "
4,5,"μὴ 3361 {PRT-N} ἐν 1722 {PREP} πάθει 3806 {N-DSN} ἐπιθυμίας, 1939 {N-GSF} καθάπερ 2509 {ADV} καὶ 2532 {CONJ} τὰ 3588 {T-NPN} ἔθνη 1484 {N-NPN} τὰ 3588 {T-NPN} μὴ 3361 {PRT-N} εἰδότα 1492 {V-RAP-NPN} τὸν 3588 {T-ASM} θεόν· 2316 {N-ASM} "
4,6,"τὸ 3588 {T-ASN} μὴ 3361 {PRT-N} ὑπερβαίνειν 5233 {V-PAN} καὶ 2532 {CONJ} πλεονεκτεῖν 4122 {V-PAN} ἐν 1722 {PREP} τῷ 3588 {T-DSN} πράγματι 4229 {N-DSN} τὸν 3588 {T-ASM} ἀδελφὸν 80 {N-ASM} αὐτοῦ· 846 {P-GSM} διότι 1360 {CONJ} ἔκδικος 1558 {A-NSM} ὁ 3588 {T-NSM} κύριος 2962 {N-NSM} περὶ 4012 {PREP} πάντων 3956 {A-GPN} τούτων, 3778 {D-GPN} καθὼς 2531 {ADV} καὶ 2532 {CONJ} προείπομεν 4302 {V-2AAI-1P} ὑμῖν 4771 {P-2DP} καὶ 2532 {CONJ} διεμαρτυράμεθα. 1263 {V-ADI-1P} "
4,7,"Οὐ 3756 {PRT-N} γὰρ 1063 {CONJ} ἐκάλεσεν 2564 {V-AAI-3S} ἡμᾶς 1473 {P-1AP} ὁ 3588 {T-NSM} θεὸς 2316 {N-NSM} ἐπὶ 1909 {PREP} ἀκαθαρσίᾳ, 167 {N-DSF} ἀλλ’ 235 {CONJ} ἐν 1722 {PREP} ἁγιασμῷ. 38 {N-DSM} "
4,8,"Τοιγαροῦν 5105 {PRT} ὁ 3588 {T-NSM} ἀθετῶν 114 {V-PAP-NSM} οὐκ 3756 {PRT-N} ἄνθρωπον 444 {N-ASM} ἀθετεῖ, 114 {V-PAI-3S} ἀλλὰ 235 {CONJ} τὸν 3588 {T-ASM} θεὸν 2316 {N-ASM} τὸν 3588 {T-ASM} καὶ 2532 {CONJ} δόντα 1325 {V-2AAP-ASM} τὸ 3588 {T-ASN} πνεῦμα 4151 {N-ASN} αὐτοῦ 846 {P-GSM} τὸ 3588 {T-ASN} ἅγιον 40 {A-ASN} εἰς 1519 {PREP} ὑμᾶς. 4771 {P-2AP} "
4,9,"Περὶ 4012 {PREP} δὲ 1161 {CONJ} τῆς 3588 {T-GSF} φιλαδελφίας 5360 {N-GSF} οὐ 3756 {PRT-N} χρείαν 5532 {N-ASF} ἔχετε 2192 {V-PAI-2P} γράφειν 1125 {V-PAN} ὑμῖν· 4771 {P-2DP} αὐτοὶ 846 {P-NPM} γὰρ 1063 {CONJ} ὑμεῖς 4771 {P-2NP} θεοδίδακτοί 2312 {A-NPM} ἐστε 1510 {V-PAI-2P} εἰς 1519 {PREP} τὸ 3588 {T-ASN} ἀγαπᾷν 25 {V-PAN} ἀλλήλους· 240 {C-APM} "
4,10,"καὶ 2532 {CONJ} γὰρ 1063 {CONJ} ποιεῖτε 4160 {V-PAI-2P} αὐτὸ 846 {P-ASN} εἰς 1519 {PREP} πάντας 3956 {A-APM} τοὺς 3588 {T-APM} ἀδελφοὺς 80 {N-APM} τοὺς 3588 {T-APM} ἐν 1722 {PREP} ὅλῃ 3650 {A-DSF} τῇ 3588 {T-DSF} Μακεδονίᾳ. 3109 {N-DSF} Παρακαλοῦμεν 3870 {V-PAI-1P} δὲ 1161 {CONJ} ὑμᾶς, 4771 {P-2AP} ἀδελφοί, 80 {N-VPM} περισσεύειν 4052 {V-PAN} μᾶλλον, 3123 {ADV} "
4,11,"καὶ 2532 {CONJ} φιλοτιμεῖσθαι 5389 {V-PNN} ἡσυχάζειν, 2270 {V-PAN} καὶ 2532 {CONJ} πράσσειν 4238 {V-PAN} τὰ 3588 {T-APN} ἴδια, 2398 {A-APN} καὶ 2532 {CONJ} ἐργάζεσθαι 2038 {V-PNN} ταῖς 3588 {T-DPF} ἰδίαις 2398 {A-DPF} χερσὶν 5495 {N-DPF} ὑμῶν, 4771 {P-2GP} καθὼς 2531 {ADV} ὑμῖν 4771 {P-2DP} παρηγγείλαμεν· 3853 {V-AAI-1P} "
4,12,"ἵνα 2443 {CONJ} περιπατῆτε 4043 {V-PAS-2P} εὐσχημόνως 2156 {ADV} πρὸς 4314 {PREP} τοὺς 3588 {T-APM} ἔξω, 1854 {ADV} καὶ 2532 {CONJ} μηδενὸς 3367 {A-GSN-N} χρείαν 5532 {N-ASF} ἔχητε. 2192 {V-PAS-2P} "
4,13,"Οὐ 3756 {PRT-N} θέλομεν 2309 {V-PAI-1P} δὲ 1161 {CONJ} ὑμᾶς 4771 {P-2AP} ἀγνοεῖν, 50 {V-PAN} ἀδελφοί, 80 {N-VPM} περὶ 4012 {PREP} τῶν 3588 {T-GPM} κεκοιμημένων, 2837 {V-RPP-GPM} ἵνα 2443 {CONJ} μὴ 3361 {PRT-N} λυπῆσθε, 3076 {V-PPS-2P} καθὼς 2531 {ADV} καὶ 2532 {CONJ} οἱ 3588 {T-NPM} λοιποὶ 3062 {A-NPM} οἱ 3588 {T-NPM} μὴ 3361 {PRT-N} ἔχοντες 2192 {V-PAP-NPM} ἐλπίδα. 1680 {N-ASF} "
4,14,"Εἰ 1487 {COND} γὰρ 1063 {CONJ} πιστεύομεν 4100 {V-PAI-1P} ὅτι 3754 {CONJ} Ἰησοῦς 2424 {N-NSM} ἀπέθανεν 599 {V-2AAI-3S} καὶ 2532 {CONJ} ἀνέστη, 450 {V-2AAI-3S} οὕτως 3779 {ADV} καὶ 2532 {CONJ} ὁ 3588 {T-NSM} θεὸς 2316 {N-NSM} τοὺς 3588 {T-APM} κοιμηθέντας 2837 {V-APP-APM} διὰ 1223 {PREP} τοῦ 3588 {T-GSM} Ἰησοῦ 2424 {N-GSM} ἄξει 71 {V-FAI-3S} σὺν 4862 {PREP} αὐτῷ. 846 {P-DSM} "
4,15,"Τοῦτο 3778 {D-ASN} γὰρ 1063 {CONJ} ὑμῖν 4771 {P-2DP} λέγομεν 3004 {V-PAI-1P} ἐν 1722 {PREP} λόγῳ 3056 {N-DSM} κυρίου, 2962 {N-GSM} ὅτι 3754 {CONJ} ἡμεῖς 1473 {P-1NP} οἱ 3588 {T-NPM} ζῶντες 2198 {V-PAP-NPM} οἱ 3588 {T-NPM} περιλειπόμενοι 4035 {V-POP-NPM} εἰς 1519 {PREP} τὴν 3588 {T-ASF} παρουσίαν 3952 {N-ASF} τοῦ 3588 {T-GSM} κυρίου, 2962 {N-GSM} οὐ 3756 {PRT-N} μὴ 3361 {PRT-N} φθάσωμεν 5348 {V-AAS-1P} τοὺς 3588 {T-APM} κοιμηθέντας. 2837 {V-APP-APM} "
4,16,"Ὅτι 3754 {CONJ} αὐτὸς 846 {P-NSM} ὁ 3588 {T-NSM} κύριος 2962 {N-NSM} ἐν 1722 {PREP} κελεύσματι, 2752 {N-DSN} ἐν 1722 {PREP} φωνῇ 5456 {N-DSF} ἀρχαγγέλου, 743 {N-GSM} καὶ 2532 {CONJ} ἐν 1722 {PREP} σάλπιγγι 4536 {N-DSF} θεοῦ, 2316 {N-GSM} καταβήσεται 2597 {V-FDI-3S} ἀπ’ 575 {PREP} οὐρανοῦ, 3772 {N-GSM} καὶ 2532 {CONJ} οἱ 3588 {T-NPM} νεκροὶ 3498 {A-NPM} ἐν 1722 {PREP} χριστῷ 5547 {N-DSM} ἀναστήσονται 450 {V-FMI-3P} πρῶτον· 4412 {ADV-S} "
4,17,"ἔπειτα 1899 {ADV} ἡμεῖς 1473 {P-1NP} οἱ 3588 {T-NPM} ζῶντες, 2198 {V-PAP-NPM} οἱ 3588 {T-NPM} περιλειπόμενοι, 4035 {V-POP-NPM} ἅμα 260 {ADV} σὺν 4862 {PREP} αὐτοῖς 846 {P-DPM} ἁρπαγησόμεθα 726 {V-2FPI-1P} ἐν 1722 {PREP} νεφέλαις 3507 {N-DPF} εἰς 1519 {PREP} ἀπάντησιν 529 {N-ASF} τοῦ 3588 {T-GSM} κυρίου 2962 {N-GSM} εἰς 1519 {PREP} ἀέρα· 109 {N-ASM} καὶ 2532 {CONJ} οὕτως 3779 {ADV} πάντοτε 3842 {ADV} σὺν 4862 {PREP} κυρίῳ 2962 {N-DSM} ἐσόμεθα. 1510 {V-FDI-1P} "
4,18,Ὥστε 5620 {CONJ} παρακαλεῖτε 3870 {V-PAM-2P} ἀλλήλους 240 {C-APM} ἐν 1722 {PREP} τοῖς 3588 {T-DPM} λόγοις 3056 {N-DPM} τούτοις. 3778 {D-DPM}
5,1,"Περὶ 4012 {PREP} δὲ 1161 {CONJ} τῶν 3588 {T-GPM} χρόνων 5550 {N-GPM} καὶ 2532 {CONJ} τῶν 3588 {T-GPM} καιρῶν, 2540 {N-GPM} ἀδελφοί, 80 {N-VPM} οὐ 3756 {PRT-N} χρείαν 5532 {N-ASF} ἔχετε 2192 {V-PAI-2P} ὑμῖν 4771 {P-2DP} γράφεσθαι. 1125 {V-PPN} "
5,2,Αὐτοὶ 846 {P-NPM} γὰρ 1063 {CONJ} ἀκριβῶς 199 {ADV} οἴδατε 1492 {V-RAI-2P} ὅτι 3754 {CONJ} ἡ 3588 {T-NSF} ἡμέρα 2250 {N-NSF} κυρίου 2962 {N-GSM} ὡς 5613 {ADV} κλέπτης 2812 {N-NSM} ἐν 1722 {PREP} νυκτὶ 3571 {N-DSF} οὕτως 3779 {ADV} ἔρχεται· 2064 {V-PNI-3S} 
5,3,"ὅταν 3752 {CONJ} γὰρ 1063 {CONJ} λέγωσιν, 3004 {V-PAS-3P} Εἰρήνη 1515 {N-NSF} καὶ 2532 {CONJ} ἀσφάλεια, 803 {N-NSF} τότε 5119 {ADV} αἰφνίδιος 160 {A-NSM} αὐτοῖς 846 {P-DPM} ἐφίσταται 2186 {V-PMI-3S} ὄλεθρος, 3639 {N-NSM} ὥσπερ 5618 {ADV} ἡ 3588 {T-NSF} ὠδὶν 5604 {N-NSF} τῇ 3588 {T-DSF} ἐν 1722 {PREP} γαστρὶ 1064 {N-DSF} ἐχούσῃ, 2192 {V-PAP-DSF} καὶ 2532 {CONJ} οὐ 3756 {PRT-N} μὴ 3361 {PRT-N} ἐκφύγωσιν. 1628 {V-2AAS-3P} "
5,4,"Ὑμεῖς 4771 {P-2NP} δέ, 1161 {CONJ} ἀδελφοί, 80 {N-VPM} οὐκ 3756 {PRT-N} ἐστὲ 1510 {V-PAI-2P} ἐν 1722 {PREP} σκότει, 4655 {N-DSN} ἵνα 2443 {CONJ} ἡ 3588 {T-NSF} ἡμέρα 2250 {N-NSF} ὑμᾶς 4771 {P-2AP} ὡς 5613 {ADV} κλέπτης 2812 {N-NSM} καταλάβῃ· 2638 {V-2AAS-3S} "
5,5,πάντες 3956 {A-NPM} ὑμεῖς 4771 {P-2NP} υἱοὶ 5207 {N-NPM} φωτός 5457 {N-GSN} ἐστε 1510 {V-PAI-2P} καὶ 2532 {CONJ} υἱοὶ 5207 {N-NPM} ἡμέρας· 2250 {N-GSF} οὐκ 3756 {PRT-N} ἐσμὲν 1510 {V-PAI-1P} νυκτὸς 3571 {N-GSF} οὐδὲ 3761 {CONJ-N} σκότους· 4655 {N-GSN}
5,6,"ἄρα 686 {PRT} οὖν 3767 {CONJ} μὴ 3361 {PRT-N} καθεύδωμεν 2518 {V-PAS-1P} ὡς 5613 {ADV} καὶ 2532 {CONJ} οἱ 3588 {T-NPM} λοιποί, 3062 {A-NPM} ἀλλὰ 235 {CONJ} γρηγορῶμεν 1127 {V-PAS-1P} καὶ 2532 {CONJ} νήφωμεν. 3525 {V-PAS-1P} "
5,7,"Οἱ 3588 {T-NPM} γὰρ 1063 {CONJ} καθεύδοντες 2518 {V-PAP-NPM} νυκτὸς 3571 {N-GSF} καθεύδουσιν· 2518 {V-PAI-3P} καὶ 2532 {CONJ} οἱ 3588 {T-NPM} μεθυσκόμενοι, 3182 {V-PPP-NPM} νυκτὸς 3571 {N-GSF} μεθύουσιν. 3184 {V-PAI-3P} "
5,8,"Ἡμεῖς 1473 {P-1NP} δέ, 1161 {CONJ} ἡμέρας 2250 {N-GSF} ὄντες, 1510 {V-PAP-NPM} νήφωμεν, 3525 {V-PAS-1P} ἐνδυσάμενοι 1746 {V-AMP-NPM} θώρακα 2382 {N-ASM} πίστεως 4102 {N-GSF} καὶ 2532 {CONJ} ἀγάπης, 26 {N-GSF} καὶ 2532 {CONJ} περικεφαλαίαν, 4030 {N-ASF} ἐλπίδα 1680 {N-ASF} σωτηρίας. 4991 {N-GSF} "
5,9,"Ὅτι 3754 {CONJ} οὐκ 3756 {PRT-N} ἔθετο 5087 {V-2AMI-3S} ἡμᾶς 1473 {P-1AP} ὁ 3588 {T-NSM} θεὸς 2316 {N-NSM} εἰς 1519 {PREP} ὀργήν, 3709 {N-ASF} ἀλλ’ 235 {CONJ} εἰς 1519 {PREP} περιποίησιν 4047 {N-ASF} σωτηρίας 4991 {N-GSF} διὰ 1223 {PREP} τοῦ 3588 {T-GSM} κυρίου 2962 {N-GSM} ἡμῶν 1473 {P-1GP} Ἰησοῦ 2424 {N-GSM} χριστοῦ, 5547 {N-GSM} "
5,10,"τοῦ 3588 {T-GSM} ἀποθανόντος 599 {V-2AAP-GSM} ὑπὲρ 5228 {PREP} ἡμῶν, 1473 {P-1GP} ἵνα, 2443 {CONJ} εἴτε 1535 {CONJ} γρηγορῶμεν 1127 {V-PAS-1P} εἴτε 1535 {CONJ} καθεύδωμεν, 2518 {V-PAS-1P} ἅμα 260 {ADV} σὺν 4862 {PREP} αὐτῷ 846 {P-DSM} ζήσωμεν. 2198 {V-AAS-1P} "
5,11,"Διὸ 1352 {CONJ} παρακαλεῖτε 3870 {V-PAM-2P} ἀλλήλους, 240 {C-APM} καὶ 2532 {CONJ} οἰκοδομεῖτε 3618 {V-PAM-2P} εἷς 1520 {A-NSM} τὸν 3588 {T-ASM} ἕνα, 1520 {A-ASM} καθὼς 2531 {ADV} καὶ 2532 {CONJ} ποιεῖτε. 4160 {V-PAI-2P} "
5,12,"Ἐρωτῶμεν 2065 {V-PAI-1P} δὲ 1161 {CONJ} ὑμᾶς, 4771 {P-2AP} ἀδελφοί, 80 {N-VPM} εἰδέναι 1492 {V-RAN} τοὺς 3588 {T-APM} κοπιῶντας 2872 {V-PAP-APM} ἐν 1722 {PREP} ὑμῖν, 4771 {P-2DP} καὶ 2532 {CONJ} προϊσταμένους 4291 {V-PMP-APM} ὑμῶν 4771 {P-2GP} ἐν 1722 {PREP} κυρίῳ, 2962 {N-DSM} καὶ 2532 {CONJ} νουθετοῦντας 3560 {V-PAP-APM} ὑμᾶς, 4771 {P-2AP} "
5,13,καὶ 2532 {CONJ} ἡγεῖσθαι 2233 {V-PNN} αὐτοὺς 846 {P-APM} ὑπὲρ 5228 {PREP} ἐκπερισσοῦ 4053 {ADV} ἐν 1722 {PREP} ἀγάπῃ 26 {N-DSF} διὰ 1223 {PREP} τὸ 3588 {T-ASN} ἔργον 2041 {N-ASN} αὐτῶν. 846 {P-GPM} Εἰρηνεύετε 1514 {V-PAM-2P} ἐν 1722 {PREP} ἑαυτοῖς. 1438 {F-2DPM} 
5,14,"Παρακαλοῦμεν 3870 {V-PAI-1P} δὲ 1161 {CONJ} ὑμᾶς, 4771 {P-2AP} ἀδελφοί, 80 {N-VPM} νουθετεῖτε 3560 {V-PAM-2P} τοὺς 3588 {T-APM} ἀτάκτους, 813 {A-APM} παραμυθεῖσθε 3888 {V-PNM-2P} τοὺς 3588 {T-APM} ὀλιγοψύχους, 3642 {A-APM} ἀντέχεσθε 472 {V-PNM-2P} τῶν 3588 {T-GPM} ἀσθενῶν, 772 {A-GPM} μακροθυμεῖτε 3114 {V-PAM-2P} πρὸς 4314 {PREP} πάντας. 3956 {A-APM} "
5,15,Ὁρᾶτε 3708 {V-PAM-2P} μή 3361 {PRT-N} τις 5100 {X-NSM} κακὸν 2556 {A-ASN} ἀντὶ 473 {PREP} κακοῦ 2556 {A-GSN} τινὶ 5100 {X-DSM} ἀποδῷ· 591 {V-2AAS-3S} ἀλλὰ 235 {CONJ} πάντοτε 3842 {ADV} τὸ 3588 {T-ASN} ἀγαθὸν 18 {A-ASN} διώκετε 1377 {V-PAM-2P} καὶ 2532 {CONJ} εἰς 1519 {PREP} ἀλλήλους 240 {C-APM} καὶ 2532 {CONJ} εἰς 1519 {PREP} πάντας. 3956 {A-APM}
5,16,Πάντοτε 3842 {ADV} χαίρετε· 5463 {V-PAM-2P} 
5,17,ἀδιαλείπτως 89 {ADV} προσεύχεσθε· 4336 {V-PNM-2P} 
5,18,ἐν 1722 {PREP} παντὶ 3956 {A-DSN} εὐχαριστεῖτε· 2168 {V-PAM-2P} τοῦτο 3778 {D-NSN} γὰρ 1063 {CONJ} θέλημα 2307 {N-NSN} θεοῦ 2316 {N-GSM} ἐν 1722 {PREP} χριστῷ 5547 {N-DSM} Ἰησοῦ 2424 {N-DSM} εἰς 1519 {PREP} ὑμᾶς. 4771 {P-2AP} 
5,19,Τὸ 3588 {T-ASN} πνεῦμα 4151 {N-ASN} μὴ 3361 {PRT-N} σβέννυτε· 4570 {V-PAM-2P} 
5,20,προφητείας 4394 {N-APF} μὴ 3361 {PRT-N} ἐξουθενεῖτε· 1848 {V-PAM-2P}
5,21,πάντα 3956 {A-APN} δὲ 1161 {CONJ} δοκιμάζετε· 1381 {V-PAM-2P} τὸ 3588 {T-ASN} καλὸν 2570 {A-ASN} κατέχετε· 2722 {V-PAM-2P} 
5,22,ἀπὸ 575 {PREP} παντὸς 3956 {A-GSN} εἴδους 1491 {N-GSN} πονηροῦ 4190 {A-GSN} ἀπέχεσθε. 568 {V-PMM-2P}
5,23,"Αὐτὸς 846 {P-NSM} δὲ 1161 {CONJ} ὁ 3588 {T-NSM} θεὸς 2316 {N-NSM} τῆς 3588 {T-GSF} εἰρήνης 1515 {N-GSF} ἁγιάσαι 37 {V-AAO-3S} ὑμᾶς 4771 {P-2AP} ὁλοτελεῖς· 3651 {A-APM} καὶ 2532 {CONJ} ὁλόκληρον 3648 {A-NSN} ὑμῶν 4771 {P-2GP} τὸ 3588 {T-NSN} πνεῦμα 4151 {N-NSN} καὶ 2532 {CONJ} ἡ 3588 {T-NSF} ψυχὴ 5590 {N-NSF} καὶ 2532 {CONJ} τὸ 3588 {T-NSN} σῶμα 4983 {N-NSN} ἀμέμπτως 274 {ADV} ἐν 1722 {PREP} τῇ 3588 {T-DSF} παρουσίᾳ 3952 {N-DSF} τοῦ 3588 {T-GSM} κυρίου 2962 {N-GSM} ἡμῶν 1473 {P-1GP} Ἰησοῦ 2424 {N-GSM} χριστοῦ 5547 {N-GSM} τηρηθείη. 5083 {V-APO-3S} "
5,24,"Πιστὸς 4103 {A-NSM} ὁ 3588 {T-NSM} καλῶν 2564 {V-PAP-NSM} ὑμᾶς, 4771 {P-2AP} ὃς 3739 {R-NSM} καὶ 2532 {CONJ} ποιήσει. 4160 {V-FAI-3S} "
5,25,"Ἀδελφοί, 80 {N-VPM} προσεύχεσθε 4336 {V-PNM-2P} περὶ 4012 {PREP} ἡμῶν. 1473 {P-1GP} "
5,26,"Ἀσπάσασθε 782 {V-ADM-2P} τοὺς 3588 {T-APM} ἀδελφοὺς 80 {N-APM} πάντας 3956 {A-APM} ἐν 1722 {PREP} φιλήματι 5370 {N-DSN} ἁγίῳ. 40 {A-DSN} "
5,27,"Ὁρκίζω 3726 {V-PAI-1S} ὑμᾶς 4771 {P-2AP} τὸν 3588 {T-ASM} κύριον, 2962 {N-ASM} ἀναγνωσθῆναι 314 {V-APN} τὴν 3588 {T-ASF} ἐπιστολὴν 1992 {N-ASF} πᾶσιν 3956 {A-DPM} τοῖς 3588 {T-DPM} ἁγίοις 40 {A-DPM} ἀδελφοῖς. 80 {N-DPM} "
5,28,"Ἡ 3588 {T-NSF} χάρις 5485 {N-NSF} τοῦ 3588 {T-GSM} κυρίου 2962 {N-GSM} ἡμῶν 1473 {P-1GP} Ἰησοῦ 2424 {N-GSM} χριστοῦ 5547 {N-GSM} μεθ’ 3326 {PREP} ὑμῶν. 4771 {P-2GP} Ἀμήν. 281 {HEB} "
